,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
3245,2021-04-19,LAZ,30194,13731,16463,18948,10759,487,0,ITI,ITI4,12,Lazio,Lazio,5879082,8200781,139.49,0.51
3246,2021-02-21,LAZ,7001,3184,3817,6482,468,51,0,ITI,ITI4,12,Lazio,Lazio,5879082,8207782,139.61,0.12
3247,2021-02-14,LAZ,5809,2383,3426,5298,479,32,0,ITI,ITI4,12,Lazio,Lazio,5879082,8213591,139.71,0.1
3248,2021-02-28,LAZ,10304,4045,6259,9655,546,103,0,ITI,ITI4,12,Lazio,Lazio,5879082,8223895,139.88,0.18
3249,2021-01-02,LAZ,6854,2687,4167,6774,0,80,0,ITI,ITI4,12,Lazio,Lazio,5879082,8230749,140.0,0.12
3250,2021-01-23,EMR,2448,871,1577,439,2009,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2448,0.05,0.05
3251,2021-05-07,EMR,35342,16989,18353,22663,11895,784,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,37790,0.85,0.79
3252,2021-07-03,EMR,32130,15938,16192,11410,20027,693,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,69920,1.57,0.72
3253,2021-08-29,EMR,20645,11428,9217,8528,11266,851,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,90565,2.03,0.46
3254,2021-07-20,EMR,43154,22558,20596,6651,35795,708,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,133719,3.0,0.97
3255,2021-04-11,EMR,15286,6940,8346,11984,3049,253,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,149005,3.34,0.34
3256,2021-04-16,EMR,29243,13766,15477,20013,8843,387,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,178248,4.0,0.66
3257,2021-01-06,EMR,8299,2958,5341,8298,0,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,186547,4.18,0.19
3258,2021-08-08,EMR,21636,11722,9914,10576,10500,560,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,208183,4.67,0.49
3259,2021-04-30,EMR,36661,16810,19851,21238,14811,612,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,244844,5.49,0.82
3260,2021-03-28,EMR,13556,6062,7494,9547,3888,121,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,258400,5.79,0.3
3261,2021-06-21,EMR,37602,19010,18592,16076,20898,628,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,296002,6.64,0.84
3262,2021-07-08,EMR,41354,20602,20752,4724,36209,421,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,337356,7.56,0.93
3263,2021-03-30,EMR,23354,10342,13012,17994,5044,316,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,360710,8.09,0.52
3264,2021-07-22,EMR,40395,21559,18836,15218,24220,957,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,401105,8.99,0.91
3265,2021-08-17,EMR,22408,12319,10089,14518,6863,1027,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,423513,9.5,0.5
3266,2021-09-03,EMR,23791,12804,10987,6353,16854,584,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,447304,10.03,0.53
3267,2021-05-26,EMR,33349,14757,18592,9923,23040,386,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,480653,10.78,0.75
3268,2021-06-12,EMR,41393,21890,19503,35459,4923,1011,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,522046,11.71,0.93
3269,2021-03-04,EMR,16464,5352,11112,13347,3025,92,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,538510,12.08,0.37
3270,2021-05-24,EMR,30014,13741,16273,17967,11530,517,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,568524,12.75,0.67
3271,2021-02-13,EMR,3634,1086,2548,3021,599,14,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,572158,12.83,0.08
3272,2021-01-30,EMR,10097,3528,6569,137,9959,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,582255,13.06,0.23
3273,2021-02-18,EMR,7049,2895,4154,6442,591,16,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,589304,13.21,0.16
3274,2021-09-17,EMR,18051,9929,8122,4492,13084,474,1,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,607355,13.62,0.4
3275,2021-09-15,EMR,20001,10648,9353,4636,14771,594,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,627356,14.07,0.45
3276,2021-06-07,EMR,40578,20828,19750,33436,6268,874,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,667934,14.98,0.91
3277,2021-08-03,EMR,38528,20279,18249,15566,22302,660,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,706462,15.84,0.86
3278,2021-05-12,EMR,38977,18313,20664,28475,9707,795,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,745439,16.72,0.87
3279,2021-02-01,EMR,10333,3619,6714,354,9977,2,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,755772,16.95,0.23
3280,2021-01-18,EMR,3133,881,2252,2449,681,3,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,758905,17.02,0.07
3281,2021-08-15,EMR,6658,3694,2964,3288,3200,170,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,765563,17.17,0.15
3282,2021-06-26,EMR,37495,19003,18492,21008,15546,941,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,803058,18.01,0.84
3283,2021-02-11,EMR,4260,1417,2843,3401,842,17,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,807318,18.1,0.1
3284,2020-12-30,EMR,1,0,1,1,0,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,807319,18.1,0.0
3285,2021-07-29,EMR,40805,21536,19269,14489,25560,756,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,848124,19.02,0.92
3286,2021-09-24,EMR,16667,9160,7507,7361,8438,566,302,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,864791,19.39,0.37
3287,2021-07-27,EMR,41141,21855,19286,16979,23336,826,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,905932,20.31,0.92
3288,2021-02-25,EMR,9250,3498,5752,8272,955,23,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,915182,20.52,0.21
3289,2021-06-19,EMR,36699,18367,18332,16735,19413,551,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,951881,21.35,0.82
3290,2021-03-11,EMR,17501,7332,10169,11455,5859,187,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,969382,21.74,0.39
3291,2021-02-06,EMR,7607,2410,5197,2108,5495,4,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,976989,21.91,0.17
3292,2021-01-04,EMR,7316,2527,4789,7313,0,3,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,984305,22.07,0.16
3293,2021-08-27,EMR,27928,15028,12900,6957,20229,742,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1012233,22.7,0.63
3294,2021-05-19,EMR,33846,14999,18847,18042,15270,534,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1046079,23.46,0.76
3295,2021-09-10,EMR,26182,14176,12006,5276,20225,681,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1072261,24.04,0.59
3296,2021-06-02,EMR,24125,12072,12053,18681,4980,464,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1096386,24.59,0.54
3297,2021-07-15,EMR,50406,26251,24155,7886,41809,711,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1146792,25.72,1.13
3298,2021-04-23,EMR,29586,13819,15767,14312,14896,378,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1176378,26.38,0.66
3299,2021-01-13,EMR,9085,2947,6138,9080,0,5,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1185463,26.58,0.2
3300,2021-04-04,EMR,9887,4721,5166,7532,2272,83,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1195350,26.8,0.22
3301,2021-05-31,EMR,29824,13781,16043,17735,11537,552,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1225174,27.47,0.67
3302,2021-03-16,EMR,12256,5028,7228,4875,7316,65,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1237430,27.75,0.27
3303,2021-01-25,EMR,6467,2149,4318,205,6261,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1243897,27.89,0.15
3304,2021-07-01,EMR,34547,16886,17661,14810,18856,881,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1278444,28.67,0.77
3305,2021-03-23,EMR,18805,8150,10655,11948,6691,166,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1297249,29.09,0.42
3306,2021-08-22,EMR,16476,9048,7428,6741,9106,629,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1313725,29.46,0.37
3307,2021-07-10,EMR,42108,21442,20666,6796,34663,649,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1355833,30.4,0.94
3308,2021-04-18,EMR,17533,8408,9125,12367,4937,229,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1373366,30.8,0.39
3309,2021-06-14,EMR,41349,21378,19971,27453,13088,808,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1414715,31.72,0.93
3310,2021-08-10,EMR,31352,16776,14576,15374,14923,1055,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1446067,32.43,0.7
3311,2021-03-13,EMR,16147,6366,9781,10593,5314,240,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1462214,32.79,0.36
3312,2021-07-05,EMR,33246,16212,17034,11198,21390,658,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1495460,33.53,0.75
3313,2021-03-27,EMR,21685,9075,12610,14526,6910,249,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1517145,34.02,0.49
3314,2021-04-13,EMR,23726,11132,12594,19029,4345,352,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1540871,34.55,0.53
3315,2021-01-03,EMR,2766,946,1820,2766,0,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1543637,34.61,0.06
3316,2021-09-05,EMR,17156,9245,7911,6420,10003,733,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1560793,35.0,0.38
3317,2021-09-22,EMR,19233,10573,8660,7240,11079,504,410,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1580026,35.43,0.43
3318,2021-05-09,EMR,25647,12271,13376,18278,6977,392,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1605673,36.01,0.58
3319,2021-01-29,EMR,10428,3501,6927,290,10138,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1616101,36.24,0.23
3320,2021-02-15,EMR,2905,851,2054,2712,125,68,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1619006,36.3,0.07
3321,2021-01-27,EMR,8372,2951,5421,461,7911,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1627378,36.49,0.19
3322,2021-01-11,EMR,9360,3279,6081,9351,0,9,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1636738,36.7,0.21
3323,2021-09-21,EMR,19570,10753,8817,7017,11778,489,286,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1656308,37.14,0.44
3324,2021-02-20,EMR,5320,2094,3226,5050,263,7,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1661628,37.26,0.12
3325,2021-01-15,EMR,7761,2409,5352,7753,0,8,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1669389,37.43,0.17
3326,2021-06-09,EMR,43194,21938,21256,35728,6440,1026,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1712583,38.4,0.97
3327,2021-03-01,EMR,10105,3585,6520,7817,2263,25,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1722688,38.63,0.23
3328,2021-08-05,EMR,36779,19462,17317,18386,17415,978,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1759467,39.45,0.82
3329,2021-08-12,EMR,27744,15073,12671,19319,6883,1542,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1787211,40.08,0.62
3330,2021-01-10,EMR,7176,2687,4489,7175,0,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1794387,40.24,0.16
3331,2021-06-16,EMR,45966,23539,22427,25235,19971,760,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1840353,41.27,1.03
3332,2021-03-08,EMR,12225,5102,7123,9473,2667,85,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1852578,41.54,0.27
3333,2021-03-25,EMR,21490,9420,12070,14239,6990,261,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1874068,42.02,0.48
3334,2021-05-21,EMR,39389,17563,21826,21633,17134,622,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1913457,42.91,0.88
3335,2021-02-10,EMR,4024,1385,2639,2757,1261,6,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1917481,43.0,0.09
3336,2021-04-08,EMR,31409,14422,16987,25329,5337,743,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1948890,43.7,0.7
3337,2021-08-26,EMR,27642,14752,12890,9364,17314,964,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1976532,44.32,0.62
3338,2021-09-12,EMR,14787,8101,6686,3949,10380,458,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,1991319,44.65,0.33
3339,2021-06-04,EMR,45769,23029,22740,36801,8207,761,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2037088,45.68,1.03
3340,2021-05-02,EMR,25597,11657,13940,13192,12000,405,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2062685,46.25,0.57
3341,2021-01-22,EMR,1836,480,1356,1088,746,2,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2064521,46.3,0.04
3342,2021-08-24,EMR,23410,12713,10697,10525,11773,1112,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2087931,46.82,0.52
3343,2021-02-08,EMR,5239,1537,3702,2318,2918,3,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2093170,46.94,0.12
3344,2021-05-16,EMR,25893,12185,13708,18366,7149,378,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2119063,47.52,0.58
3345,2021-07-31,EMR,36235,19244,16991,12125,23397,713,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2155298,48.33,0.81
3346,2021-05-04,EMR,29319,13733,15586,15163,13676,480,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2184617,48.99,0.66
3347,2021-02-27,EMR,10969,3999,6970,9194,1742,33,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2195586,49.23,0.25
3348,2021-04-25,EMR,22363,10246,12117,14405,7516,442,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2217949,49.74,0.5
3349,2021-08-07,EMR,31007,17058,13949,17744,12217,1046,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2248956,50.43,0.7
3350,2021-06-30,EMR,34265,17291,16974,17703,15668,894,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2283221,51.2,0.77
3351,2021-07-17,EMR,43670,23056,20614,7165,35760,745,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2326891,52.18,0.98
3352,2021-06-11,EMR,46004,23877,22127,38327,6566,1111,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2372895,53.21,1.03
3353,2021-06-28,EMR,40082,19670,20412,19624,19581,877,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2412977,54.11,0.9
3354,2021-03-20,EMR,16093,6833,9260,8958,6966,169,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2429070,54.47,0.36
3355,2021-04-06,EMR,24775,11182,13593,19730,4752,293,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2453845,55.03,0.56
3356,2020-12-27,EMR,973,374,599,973,0,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2454818,55.05,0.02
3357,2021-04-20,EMR,22655,10419,12236,13890,8364,401,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2477473,55.56,0.51
3358,2021-06-23,EMR,38086,19099,18987,18456,18892,738,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2515559,56.41,0.85
3359,2021-01-08,EMR,10882,3587,7295,10879,0,3,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2526441,56.65,0.24
3360,2021-03-06,EMR,21041,5971,15070,18173,2745,123,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2547482,57.13,0.47
3361,2021-03-18,EMR,13783,5852,7931,5682,8009,92,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2561265,57.43,0.31
3362,2021-05-14,EMR,37361,17204,20157,26804,9658,899,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2598626,58.27,0.84
3363,2021-02-03,EMR,9353,2993,6360,962,8390,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2607979,58.48,0.21
3364,2021-04-01,EMR,23980,10787,13193,19072,4561,347,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2631959,59.02,0.54
3365,2021-02-17,EMR,6545,2766,3779,5758,774,13,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2638504,59.17,0.15
3366,2021-06-01,EMR,27200,13117,14083,16829,9930,441,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2665704,59.78,0.61
3367,2021-07-28,EMR,38710,20760,17950,13955,24059,696,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2704414,60.64,0.87
3368,2021-01-20,EMR,1331,269,1062,1329,1,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2705745,60.67,0.03
3369,2021-07-24,EMR,38886,20971,17915,17192,20650,1044,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2744631,61.55,0.87
3370,2021-04-15,EMR,29373,13987,15386,19243,9685,445,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2774004,62.2,0.66
3371,2021-06-18,EMR,42795,21459,21336,16272,25941,582,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2816799,63.16,0.96
3372,2021-03-10,EMR,18818,7745,11073,12989,5647,182,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2835617,63.59,0.42
3373,2021-02-22,EMR,7487,3094,4393,7201,273,13,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2843104,63.75,0.17
3374,2021-04-27,EMR,32136,14875,17261,19235,12470,431,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2875240,64.47,0.72
3375,2021-08-14,EMR,15815,8922,6893,8338,7028,449,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2891055,64.83,0.35
3376,2021-05-06,EMR,35988,16629,19359,22154,13106,728,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2927043,65.64,0.81
3377,2021-08-19,EMR,21574,11586,9988,11958,8737,879,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2948617,66.12,0.48
3378,2021-05-28,EMR,41305,18966,22339,17270,23435,600,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,2989922,67.05,0.93
3379,2021-04-22,EMR,29062,13456,15606,14616,14081,365,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3018984,67.7,0.65
3380,2021-01-12,EMR,9485,3128,6357,9476,0,9,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3028469,67.91,0.21
3381,2021-08-28,EMR,26326,14569,11757,8638,16859,829,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3054795,68.5,0.59
3382,2021-05-20,EMR,40417,18347,22070,18393,21504,520,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3095212,69.41,0.91
3383,2021-08-23,EMR,22626,11779,10847,11846,9481,1299,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3117838,69.91,0.51
3384,2021-09-19,EMR,15605,8623,6982,5663,9385,557,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3133443,70.26,0.35
3385,2021-05-18,EMR,29239,13283,15956,18101,10649,489,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3162682,70.92,0.66
3386,2021-02-07,EMR,4794,1537,3257,1724,3068,2,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3167476,71.03,0.11
3387,2021-02-24,EMR,9361,3568,5793,8458,887,16,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3176837,71.24,0.21
3388,2021-01-05,EMR,9377,3176,6201,9373,0,4,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3186214,71.45,0.21
3389,2021-04-29,EMR,44994,21153,23841,26607,17566,821,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3231208,72.46,1.01
3390,2021-09-23,EMR,16935,9198,7737,7010,9207,430,288,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3248143,72.84,0.38
3391,2021-08-09,EMR,30270,16149,14121,16635,12559,1076,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3278413,73.52,0.68
3392,2021-05-01,EMR,28433,12783,15650,15279,12795,359,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3306846,74.15,0.64
3393,2021-01-26,EMR,8339,3001,5338,209,8129,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3315185,74.34,0.19
3394,2021-07-02,EMR,34766,17098,17668,12374,21734,658,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3349951,75.12,0.78
3395,2021-03-24,EMR,21244,9415,11829,13635,7386,223,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3371195,75.6,0.48
3396,2021-01-24,EMR,2446,887,1559,298,2148,0,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3373641,75.65,0.05
3397,2021-06-13,EMR,28782,15015,13767,23807,4290,685,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3402423,76.3,0.65
3398,2021-03-05,EMR,17922,5865,12057,14293,3504,125,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3420345,76.7,0.4
3399,2021-03-22,EMR,17660,7821,9839,10616,6872,172,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3438005,77.09,0.4
3400,2021-03-03,EMR,15901,5270,10631,13362,2486,53,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3453906,77.45,0.36
3401,2021-07-16,EMR,49800,26291,23509,7025,42100,675,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3503706,78.57,1.12
3402,2021-06-27,EMR,29602,14897,14705,16190,12737,675,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3533308,79.23,0.66
3403,2021-07-14,EMR,47990,24550,23440,5588,41866,536,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3581298,80.31,1.08
3404,2021-04-05,EMR,14862,6812,8050,11788,2895,179,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3596160,80.64,0.33
3405,2021-06-25,EMR,42871,21817,21054,19736,22319,816,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3639031,81.6,0.96
3406,2021-03-17,EMR,13731,5699,8032,5817,7855,59,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3652762,81.91,0.31
3407,2021-08-21,EMR,19120,10700,8420,10452,7776,892,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3671882,82.34,0.43
3408,2021-05-13,EMR,35885,16526,19359,27302,7862,721,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3707767,83.14,0.8
3409,2021-03-15,EMR,13468,6256,7212,6856,6508,104,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3721235,83.45,0.3
3410,2021-01-19,EMR,2051,508,1543,2033,17,1,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3723286,83.49,0.05
3411,2021-07-07,EMR,37927,19154,18773,13394,23729,804,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3761213,84.34,0.85
3412,2021-03-29,EMR,21454,9632,11822,16544,4665,245,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3782667,84.82,0.48
3413,2021-09-09,EMR,24791,13177,11614,5209,18940,642,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3807458,85.38,0.56
3414,2021-04-12,EMR,19262,9017,10245,14453,4450,359,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3826720,85.81,0.43
3415,2021-09-16,EMR,22176,12017,10159,3855,17857,464,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3848896,86.31,0.5
3416,2021-06-08,EMR,45157,23122,22035,36785,7553,819,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3894053,87.32,1.01
3417,2021-08-04,EMR,35359,18848,16511,13023,21693,643,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3929412,88.11,0.79
3418,2021-02-05,EMR,9314,2965,6349,1617,7693,4,0,ITH,ITH5,8,Emilia-Romagna,Emilia-Romagna,4459477,3938726,88.32,0.21
